currentWord	currentWordCount	targetNodeAtt	chapterName
hack	1	Chapter Name	diavolo-emerges-part5
ugh	2	Chapter Name	diavolo-emerges-part3
ugh	3	Chapter Name	diavolo-emerges-part4
ugh	6	Chapter Name	diavolo-emerges-part5
ugh	6	Chapter Name	diavolo_emerges_part1
ugh	3	Chapter Name	diavolo_emerges_part2
ugh	1	Chapter Name	Jojos-part-5-ger-chapter-2
ugh	10	Chapter Name	Jojos-part-5-ger-chapter-3
ugh	2	Chapter Name	Jojos-part-5-ger-chapter-4
ugh	2	Chapter Name	king-of-kings
apretty	1	Chapter Name	diavolo-emerges-part5
close	2	Chapter Name	diavolo-emerges-part4
close	1	Chapter Name	diavolo-emerges-part5
close	9	Chapter Name	diavolo_emerges_part1
close	7	Chapter Name	diavolo_emerges_part2
call	1	Chapter Name	diavolo-emerges-part5
call	2	Chapter Name	diavolo_emerges_part1
saved	1	Chapter Name	diavolo-emerges-part5
heal	1	Chapter Name	diavolo-emerges-part5
heal	1	Chapter Name	Jojos-part-5-ger-chapter-3
heal	1	Chapter Name	Jojos-part-5-ger-chapter-4
i'll	1	Chapter Name	diavolo-emerges-part5
i'll	1	Chapter Name	diavolo_emerges_part1
i'll	4	Chapter Name	diavolo_emerges_part2
i'll	1	Chapter Name	Jojos-part-5-ger-chapter-1
i'll	2	Chapter Name	Jojos-part-5-ger-chapter-3
i'll	1	Chapter Name	Jojos-part-5-ger-chapter-4
bet	1	Chapter Name	diavolo-emerges-part4
bet	2	Chapter Name	diavolo-emerges-part5
buccellati's	1	Chapter Name	diavolo-emerges-part5
buccellati's	1	Chapter Name	Jojos-part-5-ger-chapter-4
c'mon	1	Chapter Name	diavolo-emerges-part5
some-thing	5	Chapter Name	diavolo_emerges_part1
else	10	Chapter Name	diavolo_emerges_part1
else	1	Chapter Name	diavolo_emerges_part2
history	1	Chapter Name	diavolo_emerges_part1
planet	1	Chapter Name	diavolo_emerges_part1
spans	1	Chapter Name	diavolo_emerges_part1
billions	1	Chapter Name	diavolo_emerges_part1
years	1	Chapter Name	diavolo_emerges_part1
years	1	Chapter Name	Jojos-part-5-ger-chapter-3
few	2	Chapter Name	diavolo_emerges_part1
few	1	Chapter Name	diavolo_emerges_part2
few	1	Chapter Name	Jojos-part-5-ger-chapter-1
hours	1	Chapter Name	diavolo_emerges_part1
hours	1	Chapter Name	Jojos-part-5-ger-chapter-3
transformed	1	Chapter Name	diavolo_emerges_part1
bit	3	Chapter Name	diavolo_emerges_part1
bit	2	Chapter Name	Jojos-part-5-ger-chapter-3
symbols	5	Chapter Name	diavolo_emerges_part1
hell	3	Chapter Name	diavolo_emerges_part1
hell	1	Chapter Name	Jojos-part-5-ger-chapter-4
mean	3	Chapter Name	diavolo-emerges-part3
mean	1	Chapter Name	diavolo_emerges_part1
mean	1	Chapter Name	Jojos-part-5-ger-chapter-2
what's	2	Chapter Name	diavolo_emerges_part1
what's	2	Chapter Name	Jojos-part-5-ger-chapter-1
what's	1	Chapter Name	Jojos-part-5-ger-chapter-3
what's	1	Chapter Name	Jojos-part-5-ger-chapter-4
happening	1	Chapter Name	diavolo_emerges_part1
happening	1	Chapter Name	Jojos-part-5-ger-chapter-3
city	1	Chapter Name	diavolo_emerges_part1
wait	4	Chapter Name	diavolo_emerges_part1
wait	1	Chapter Name	diavolo_emerges_part2
wait	1	Chapter Name	Jojos-part-5-ger-chapter-1
wait	1	Chapter Name	Jojos-part-5-ger-chapter-3
wait	1	Chapter Name	king-of-kings
minute	2	Chapter Name	diavolo_emerges_part1
minute	1	Chapter Name	Jojos-part-5-ger-chapter-3
affecting	1	Chapter Name	diavolo_emerges_part1
entire	1	Chapter Name	diavolo_emerges_part1
entire	2	Chapter Name	diavolo_emerges_part2
entire	3	Chapter Name	Jojos-part-5-ger-chapter-3
they're	1	Chapter Name	diavolo_emerges_part1
doesn't	3	Chapter Name	diavolo_emerges_part1
doesn't	1	Chapter Name	Jojos-part-5-ger-chapter-3
feeling	1	Chapter Name	diavolo_emerges_part1
feeling	1	Chapter Name	Jojos-part-5-ger-chapter-3
pain	1	Chapter Name	diavolo_emerges_part1
pain	3	Chapter Name	Jojos-part-5-ger-chapter-3
either	3	Chapter Name	diavolo_emerges_part1
either	1	Chapter Name	diavolo_emerges_part2
either	1	Chapter Name	Jojos-part-5-ger-chapter-1
either	2	Chapter Name	Jojos-part-5-ger-chapter-3
everyone's	1	Chapter Name	diavolo_emerges_part1
got	1	Chapter Name	diavolo-emerges-part4
got	6	Chapter Name	diavolo_emerges_part1
got	2	Chapter Name	diavolo_emerges_part2
got	1	Chapter Name	king-of-kings
blank	1	Chapter Name	diavolo_emerges_part1
faces	4	Chapter Name	diavolo_emerges_part1
afraid	1	Chapter Name	diavolo_emerges_part1
mind	1	Chapter Name	diavolo_emerges_part1
exists	1	Chapter Name	diavolo_emerges_part1
exists	1	Chapter Name	diavolo_emerges_part2
disappear	1	Chapter Name	diavolo-emerges-part5
disappear	1	Chapter Name	diavolo_emerges_part1
weird	5	Chapter Name	diavolo_emerges_part1
weird	1	Chapter Name	diavolo_emerges_part2
eventually	1	Chapter Name	diavolo_emerges_part1
th	54	Chapter Name	diavolo-emerges-part3
th	33	Chapter Name	diavolo-emerges-part4
th	35	Chapter Name	diavolo-emerges-part5
th	83	Chapter Name	diavolo_emerges_part1
th	50	Chapter Name	diavolo_emerges_part2
th	42	Chapter Name	Jojos-part-5-ger-chapter-1
th	24	Chapter Name	Jojos-part-5-ger-chapter-2
th	54	Chapter Name	Jojos-part-5-ger-chapter-3
th	15	Chapter Name	Jojos-part-5-ger-chapter-4
th	45	Chapter Name	king-of-kings
thepower	1	Chapter Name	diavolo_emerges_part1
defeat	3	Chapter Name	diavolo_emerges_part1
defeat	1	Chapter Name	Jojos-part-5-ger-chapter-3
defeat	1	Chapter Name	king-of-kings
yeah	3	Chapter Name	diavolo_emerges_part1
yeah	1	Chapter Name	Jojos-part-5-ger-chapter-4
thearrow	5	Chapter Name	diavolo_emerges_part1
polna-reff	1	Chapter Name	diavolo_emerges_part1
polna-reff	1	Chapter Name	diavolo_emerges_part2
piece	4	Chapter Name	diavolo_emerges_part1
shit	1	Chapter Name	diavolo_emerges_part1
happen	9	Chapter Name	diavolo_emerges_part1
happen	2	Chapter Name	diavolo_emerges_part2
happen	1	Chapter Name	Jojos-part-5-ger-chapter-1
happen	1	Chapter Name	Jojos-part-5-ger-chapter-3
happen	1	Chapter Name	Jojos-part-5-ger-chapter-4
different	1	Chapter Name	diavolo_emerges_part1
rates	1	Chapter Name	diavolo_emerges_part1
finally	1	Chapter Name	diavolo_emerges_part1
finally	1	Chapter Name	diavolo_emerges_part2
finally	1	Chapter Name	Jojos-part-5-ger-chapter-3
begin	1	Chapter Name	diavolo_emerges_part1
you"ve	2	Chapter Name	diavolo_emerges_part1
tie	1	Chapter Name	diavolo-emerges-part4
tie	2	Chapter Name	diavolo_emerges_part1
tie	2	Chapter Name	diavolo_emerges_part2
tie	1	Chapter Name	Jojos-part-5-ger-chapter-2
knot	2	Chapter Name	diavolo_emerges_part1
around	2	Chapter Name	diavolo_emerges_part1
necks	2	Chapter Name	diavolo_emerges_part1
nobody	8	Chapter Name	diavolo_emerges_part1
nobody	1	Chapter Name	Jojos-part-5-ger-chapter-1
we'd	1	Chapter Name	diavolo_emerges_part1
abe	1	Chapter Name	diavolo_emerges_part1
dead	1	Chapter Name	diavolo_emerges_part1
dead	1	Chapter Name	Jojos-part-5-ger-chapter-1
weren't	1	Chapter Name	diavolo_emerges_part1
same	2	Chapter Name	diavolo_emerges_part1
thing	1	Chapter Name	diavolo-emerges-part3
thing	2	Chapter Name	diavolo-emerges-part4
thing	3	Chapter Name	diavolo-emerges-part5
thing	9	Chapter Name	diavolo_emerges_part1
thing	1	Chapter Name	diavolo_emerges_part2
thing	5	Chapter Name	Jojos-part-5-ger-chapter-1
thing	4	Chapter Name	Jojos-part-5-ger-chapter-3
thing	1	Chapter Name	Jojos-part-5-ger-chapter-4
thing	5	Chapter Name	king-of-kings
happened	5	Chapter Name	diavolo_emerges_part1
happened	1	Chapter Name	Jojos-part-5-ger-chapter-4
soon	3	Chapter Name	diavolo_emerges_part1
find	5	Chapter Name	diavolo_emerges_part1
find	2	Chapter Name	diavolo_emerges_part2
find	1	Chapter Name	Jojos-part-5-ger-chapter-1
find	3	Chapter Name	Jojos-part-5-ger-chapter-3
thearrowsomehow	1	Chapter Name	diavolo_emerges_part1
bossis	1	Chapter Name	diavolo_emerges_part1
wherever	1	Chapter Name	diavolo_emerges_part1
yes	5	Chapter Name	diavolo_emerges_part1
yes	2	Chapter Name	diavolo_emerges_part2
yes	1	Chapter Name	Jojos-part-5-ger-chapter-1
yes	1	Chapter Name	Jojos-part-5-ger-chapter-2
hahahah	2	Chapter Name	diavolo_emerges_part1
hahahah	7	Chapter Name	king-of-kings
actions	1	Chapter Name	diavolo_emerges_part1
actions	5	Chapter Name	Jojos-part-5-ger-chapter-1
actions	3	Chapter Name	Jojos-part-5-ger-chapter-2
surround	2	Chapter Name	diavolo_emerges_part1
torequiem	1	Chapter Name	diavolo_emerges_part1
seize	2	Chapter Name	diavolo_emerges_part1
crimson,shall	1	Chapter Name	diavolo_emerges_part1
snatch	1	Chapter Name	diavolo_emerges_part1
am	1	Chapter Name	diavolo-emerges-part3
am	2	Chapter Name	diavolo-emerges-part4
am	3	Chapter Name	diavolo-emerges-part5
am	7	Chapter Name	diavolo_emerges_part1
am	1	Chapter Name	diavolo_emerges_part2
am	5	Chapter Name	Jojos-part-5-ger-chapter-1
am	7	Chapter Name	Jojos-part-5-ger-chapter-2
am	11	Chapter Name	Jojos-part-5-ger-chapter-3
am	9	Chapter Name	king-of-kings
thatshadowcoming	1	Chapter Name	diavolo_emerges_part1
feet	1	Chapter Name	diavolo_emerges_part1
walks	1	Chapter Name	diavolo_emerges_part1
points	1	Chapter Name	diavolo_emerges_part1
direction	1	Chapter Name	diavolo_emerges_part1
some	2	Chapter Name	diavolo-emerges-part3
some	2	Chapter Name	diavolo-emerges-part4
some	2	Chapter Name	diavolo-emerges-part5
some	14	Chapter Name	diavolo_emerges_part1
some	2	Chapter Name	diavolo_emerges_part2
some	2	Chapter Name	Jojos-part-5-ger-chapter-1
some	6	Chapter Name	Jojos-part-5-ger-chapter-3
reason	3	Chapter Name	diavolo_emerges_part1
reason	1	Chapter Name	diavolo_emerges_part2
reason	1	Chapter Name	Jojos-part-5-ger-chapter-1
reason	1	Chapter Name	Jojos-part-5-ger-chapter-3
rising	1	Chapter Name	diavolo_emerges_part1
theeast	1	Chapter Name	diavolo_emerges_part1
east	2	Chapter Name	diavolo_emerges_part1
requiem'sarrowand	1	Chapter Name	diavolo_emerges_part1
steal	2	Chapter Name	diavolo_emerges_part1
steal	2	Chapter Name	Jojos-part-5-ger-chapter-3
certain	1	Chapter Name	diavolo_emerges_part1
certain	1	Chapter Name	diavolo_emerges_part2
certain	1	Chapter Name	Jojos-part-5-ger-chapter-3
pick	2	Chapter Name	diavolo_emerges_part1
doing	1	Chapter Name	diavolo_emerges_part1
doing	3	Chapter Name	Jojos-part-5-ger-chapter-3
again	1	Chapter Name	diavolo_emerges_part1
again	1	Chapter Name	diavolo_emerges_part2
again	3	Chapter Name	Jojos-part-5-ger-chapter-1
again	2	Chapter Name	Jojos-part-5-ger-chapter-3
surroundrequiem	1	Chapter Name	diavolo_emerges_part1
catch	2	Chapter Name	diavolo-emerges-part3
catch	1	Chapter Name	diavolo_emerges_part1
after	3	Chapter Name	diavolo_emerges_part1
after	1	Chapter Name	diavolo_emerges_part2
after	1	Chapter Name	Jojos-part-5-ger-chapter-1
said	1	Chapter Name	diavolo_emerges_part1
said	1	Chapter Name	king-of-kings
broken	3	Chapter Name	diavolo_emerges_part1
picked	1	Chapter Name	diavolo_emerges_part1
revolver	3	Chapter Name	diavolo_emerges_part1
revolver	1	Chapter Name	diavolo_emerges_part2
yourrevolver	1	Chapter Name	diavolo_emerges_part1
bodies	2	Chapter Name	diavolo_emerges_part1
bodies	1	Chapter Name	diavolo_emerges_part2
disap-pear	2	Chapter Name	diavolo_emerges_part1
problem	2	Chapter Name	diavolo_emerges_part1
body:giorno	1	Chapter Name	diavolo_emerges_part1
inside	1	Chapter Name	diavolo-emerges-part4
inside	1	Chapter Name	diavolo_emerges_part1
inside	3	Chapter Name	diavolo_emerges_part2
inside	1	Chapter Name	Jojos-part-5-ger-chapter-1
inside	1	Chapter Name	Jojos-part-5-ger-chapter-3
say	3	Chapter Name	diavolo_emerges_part1
say	1	Chapter Name	Jojos-part-5-ger-chapter-2
say	1	Chapter Name	Jojos-part-5-ger-chapter-3
say	1	Chapter Name	king-of-kings
metal	2	Chapter Name	diavolo_emerges_part1
fatigue	2	Chapter Name	diavolo_emerges_part1
new	1	Chapter Name	diavolo-emerges-part3
new	1	Chapter Name	diavolo-emerges-part5
new	3	Chapter Name	diavolo_emerges_part1
beratta	1	Chapter Name	diavolo_emerges_part1
anyway	1	Chapter Name	diavolo_emerges_part1
getting	3	Chapter Name	diavolo_emerges_part1
goddman	1	Chapter Name	diavolo_emerges_part1
point	2	Chapter Name	diavolo-emerges-part3
point	2	Chapter Name	diavolo_emerges_part1
surfaces	3	Chapter Name	diavolo_emerges_part1
line	4	Chapter Name	diavolo_emerges_part1
other	5	Chapter Name	diavolo_emerges_part1
other	1	Chapter Name	diavolo_emerges_part2
bits	2	Chapter Name	diavolo_emerges_part1
fell	2	Chapter Name	diavolo_emerges_part1
step	1	Chapter Name	diavolo_emerges_part1
step	1	Chapter Name	king-of-kings
stay	6	Chapter Name	diavolo_emerges_part1
stay	2	Chapter Name	diavolo_emerges_part2
stay	2	Chapter Name	Jojos-part-5-ger-chapter-3
fit	1	Chapter Name	diavolo_emerges_part1
trying	1	Chapter Name	diavolo_emerges_part1
trying	1	Chapter Name	Jojos-part-5-ger-chapter-1
trying	2	Chapter Name	Jojos-part-5-ger-chapter-4
trying	3	Chapter Name	king-of-kings
thesurface	1	Chapter Name	diavolo_emerges_part1
surface	5	Chapter Name	diavolo_emerges_part1
cylinder	1	Chapter Name	diavolo_emerges_part1
connects	1	Chapter Name	diavolo_emerges_part1
gun	8	Chapter Name	diavolo_emerges_part1
know	6	Chapter Name	diavolo-emerges-part3
know	4	Chapter Name	diavolo_emerges_part1
know	4	Chapter Name	diavolo_emerges_part2
know	1	Chapter Name	Jojos-part-5-ger-chapter-1
know	1	Chapter Name	Jojos-part-5-ger-chapter-2
know	2	Chapter Name	Jojos-part-5-ger-chapter-3
know	2	Chapter Name	king-of-kings
themissing	1	Chapter Name	diavolo_emerges_part1
pieces	2	Chapter Name	diavolo_emerges_part1
missing	3	Chapter Name	diavolo_emerges_part1
scritch	6	Chapter Name	diavolo_emerges_part1
snort	8	Chapter Name	diavolo_emerges_part1
gave	1	Chapter Name	diavolo_emerges_part1
gave	1	Chapter Name	Jojos-part-5-ger-chapter-1
set	1	Chapter Name	diavolo_emerges_part1
set	1	Chapter Name	Jojos-part-5-ger-chapter-4
loose	1	Chapter Name	diavolo_emerges_part1
moles	1	Chapter Name	diavolo_emerges_part1
barely	1	Chapter Name	diavolo_emerges_part1
barely	1	Chapter Name	Jojos-part-5-ger-chapter-1
barely	1	Chapter Name	Jojos-part-5-ger-chapter-3
eyesight	1	Chapter Name	diavolo_emerges_part1
sense	2	Chapter Name	diavolo_emerges_part1
sense	1	Chapter Name	diavolo_emerges_part2
sense	1	Chapter Name	Jojos-part-5-ger-chapter-3
smell	1	Chapter Name	diavolo_emerges_part1
incredibly	1	Chapter Name	diavolo_emerges_part1
sharp	1	Chapter Name	diavolo_emerges_part1
saying	1	Chapter Name	diavolo_emerges_part1
saying	1	Chapter Name	Jojos-part-5-ger-chapter-2
saying	1	Chapter Name	Jojos-part-5-ger-chapter-3
saying	1	Chapter Name	king-of-kings
someone	3	Chapter Name	diavolo_emerges_part1
someone	2	Chapter Name	diavolo_emerges_part2
strong	1	Chapter Name	diavolo_emerges_part1
twist	2	Chapter Name	diavolo_emerges_part1
h-hey	1	Chapter Name	diavolo_emerges_part1
symbol	6	Chapter Name	diavolo_emerges_part1
lemme	1	Chapter Name	diavolo_emerges_part1
tell	1	Chapter Name	diavolo-emerges-part4
tell	1	Chapter Name	diavolo_emerges_part1
tell	5	Chapter Name	diavolo_emerges_part2
tell	2	Chapter Name	Jojos-part-5-ger-chapter-1
tell	1	Chapter Name	king-of-kings
ya	1	Chapter Name	diavolo_emerges_part1
ya	1	Chapter Name	king-of-kings
sure	1	Chapter Name	diavolo_emerges_part1
sure	3	Chapter Name	diavolo_emerges_part2
sure	2	Chapter Name	Jojos-part-5-ger-chapter-3
fact	1	Chapter Name	diavolo_emerges_part1
fact	1	Chapter Name	Jojos-part-5-ger-chapter-4
fact	1	Chapter Name	king-of-kings
approached	4	Chapter Name	diavolo_emerges_part1
approached	1	Chapter Name	diavolo_emerges_part2
plaza	1	Chapter Name	diavolo_emerges_part1
five	2	Chapter Name	diavolo_emerges_part1
meters	3	Chapter Name	diavolo_emerges_part1
meters	1	Chapter Name	diavolo_emerges_part2
range	1	Chapter Name	diavolo_emerges_part1
range	2	Chapter Name	diavolo_emerges_part2
range	2	Chapter Name	Jojos-part-5-ger-chapter-3
narancia	5	Chapter Name	diavolo_emerges_part1
narancia	4	Chapter Name	diavolo_emerges_part2
narancia	1	Chapter Name	Jojos-part-5-ger-chapter-1
died	2	Chapter Name	diavolo_emerges_part1
died	3	Chapter Name	diavolo_emerges_part2
died	1	Chapter Name	Jojos-part-5-ger-chapter-3
safe	1	Chapter Name	diavolo_emerges_part1
possession	2	Chapter Name	diavolo_emerges_part1
theory	1	Chapter Name	diavolo_emerges_part1
two	3	Chapter Name	diavolo_emerges_part1
two	1	Chapter Name	diavolo_emerges_part2
personalites...then	1	Chapter Name	diavolo_emerges_part1
free	1	Chapter Name	diavolo_emerges_part1
free	2	Chapter Name	diavolo_emerges_part2
free	1	Chapter Name	Jojos-part-5-ger-chapter-4
personalites	2	Chapter Name	diavolo_emerges_part1
perhaps	1	Chapter Name	diavolo_emerges_part1
talent	1	Chapter Name	diavolo_emerges_part1
appeared	2	Chapter Name	diavolo_emerges_part1
momment	1	Chapter Name	diavolo_emerges_part1
observing	1	Chapter Name	diavolo_emerges_part1
hiding	2	Chapter Name	diavolo_emerges_part1
hiding	4	Chapter Name	diavolo_emerges_part2
hiding	1	Chapter Name	king-of-kings
personality	2	Chapter Name	diavolo_emerges_part1
waiting	1	Chapter Name	diavolo_emerges_part1
waiting	1	Chapter Name	diavolo_emerges_part2
perfect	1	Chapter Name	diavolo-emerges-part4
perfect	1	Chapter Name	diavolo_emerges_part1
chance	1	Chapter Name	diavolo_emerges_part1
chance	1	Chapter Name	diavolo_emerges_part2
chance	1	Chapter Name	king-of-kings
presence	1	Chapter Name	diavolo_emerges_part1
sorry	1	Chapter Name	diavolo_emerges_part1
repeat	1	Chapter Name	diavolo_emerges_part1
repeat	1	Chapter Name	king-of-kings
w-wait	1	Chapter Name	diavolo_emerges_part1
hold	1	Chapter Name	diavolo_emerges_part1
sec	3	Chapter Name	diavolo-emerges-part3
sec	4	Chapter Name	diavolo_emerges_part1
sec	1	Chapter Name	Jojos-part-5-ger-chapter-1
wasn't	1	Chapter Name	diavolo_emerges_part1
possesed	1	Chapter Name	diavolo_emerges_part1
agree	1	Chapter Name	diavolo_emerges_part1
besides	1	Chapter Name	diavolo_emerges_part1
besides	1	Chapter Name	diavolo_emerges_part2
nobody's	1	Chapter Name	diavolo_emerges_part1
self	1	Chapter Name	diavolo-emerges-part3
self	1	Chapter Name	diavolo-emerges-part4
self	1	Chapter Name	diavolo-emerges-part5
self	2	Chapter Name	diavolo_emerges_part1
self	1	Chapter Name	diavolo_emerges_part2
self	3	Chapter Name	Jojos-part-5-ger-chapter-1
self	1	Chapter Name	Jojos-part-5-ger-chapter-3
self	1	Chapter Name	Jojos-part-5-ger-chapter-4
self	2	Chapter Name	king-of-kings
ran	9	Chapter Name	diavolo_emerges_part1
ran	5	Chapter Name	diavolo_emerges_part2
ran	1	Chapter Name	Jojos-part-5-ger-chapter-1
ran	1	Chapter Name	Jojos-part-5-ger-chapter-2
ran	2	Chapter Name	Jojos-part-5-ger-chapter-3
ran	1	Chapter Name	king-of-kings
policeman	2	Chapter Name	diavolo_emerges_part1
must	2	Chapter Name	diavolo_emerges_part1
must	1	Chapter Name	diavolo_emerges_part2
must	1	Chapter Name	Jojos-part-5-ger-chapter-1
must	1	Chapter Name	Jojos-part-5-ger-chapter-3
must	1	Chapter Name	king-of-kings
near	2	Chapter Name	diavolo_emerges_part1
near	1	Chapter Name	diavolo_emerges_part2
near	1	Chapter Name	Jojos-part-5-ger-chapter-3
y-yeah	2	Chapter Name	diavolo_emerges_part1
attacked	2	Chapter Name	diavolo_emerges_part1
attacked	1	Chapter Name	diavolo_emerges_part2
attacked	1	Chapter Name	Jojos-part-5-ger-chapter-1
farthest	2	Chapter Name	diavolo_emerges_part1
farthest	1	Chapter Name	diavolo_emerges_part2
closest	2	Chapter Name	diavolo_emerges_part1
closest	2	Chapter Name	diavolo_emerges_part2
keep	1	Chapter Name	diavolo_emerges_part1
keep	1	Chapter Name	diavolo_emerges_part2
chasing	1	Chapter Name	diavolo_emerges_part1
detect	1	Chapter Name	diavolo_emerges_part1
detect	4	Chapter Name	diavolo_emerges_part2
person	1	Chapter Name	diavolo-emerges-part3
person	5	Chapter Name	diavolo_emerges_part1
person	2	Chapter Name	diavolo_emerges_part2
pos-sessing	1	Chapter Name	diavolo_emerges_part1
newcomer	2	Chapter Name	diavolo_emerges_part1
thought	2	Chapter Name	diavolo_emerges_part1
greatest	2	Chapter Name	diavolo_emerges_part1
obstacle	2	Chapter Name	diavolo_emerges_part1
giovanna	2	Chapter Name	diavolo_emerges_part1
giovanna	1	Chapter Name	diavolo_emerges_part2
giovanna	2	Chapter Name	Jojos-part-5-ger-chapter-1
giovanna	2	Chapter Name	Jojos-part-5-ger-chapter-2
giovanna	1	Chapter Name	king-of-kings
completely	1	Chapter Name	diavolo_emerges_part1
completely	2	Chapter Name	diavolo_emerges_part2
completely	1	Chapter Name	Jojos-part-5-ger-chapter-1
approach	5	Chapter Name	diavolo_emerges_part1
approach	1	Chapter Name	diavolo_emerges_part2
rate	1	Chapter Name	diavolo-emerges-part3
rate	1	Chapter Name	diavolo_emerges_part1
rate	1	Chapter Name	diavolo_emerges_part2
however	1	Chapter Name	diavolo_emerges_part2
however	1	Chapter Name	Jojos-part-5-ger-chapter-2
advantage	2	Chapter Name	diavolo_emerges_part2
face	6	Chapter Name	diavolo_emerges_part1
face	1	Chapter Name	diavolo_emerges_part2
face	1	Chapter Name	Jojos-part-5-ger-chapter-1
while	1	Chapter Name	diavolo_emerges_part2
while	1	Chapter Name	king-of-kings
summon	1	Chapter Name	diavolo_emerges_part2
possessing	4	Chapter Name	diavolo_emerges_part2
unable	1	Chapter Name	diavolo_emerges_part2
dominate	3	Chapter Name	diavolo_emerges_part2
killed	3	Chapter Name	diavolo_emerges_part2
easily	1	Chapter Name	diavolo_emerges_part2
wouldn't	1	Chapter Name	diavolo_emerges_part2
wouldn't	2	Chapter Name	king-of-kings
stayed	1	Chapter Name	diavolo_emerges_part2
hidden	1	Chapter Name	diavolo_emerges_part2
whole	1	Chapter Name	diavolo_emerges_part2
freely	1	Chapter Name	diavolo_emerges_part2
remember	1	Chapter Name	diavolo_emerges_part2
remember	2	Chapter Name	Jojos-part-5-ger-chapter-3
polnareff's	1	Chapter Name	diavolo_emerges_part2
possssed	1	Chapter Name	diavolo_emerges_part2
isn't	3	Chapter Name	diavolo_emerges_part2
isn't	2	Chapter Name	king-of-kings
pursue	1	Chapter Name	diavolo_emerges_part2
revol-ver	1	Chapter Name	diavolo_emerges_part2
pos-sessed	2	Chapter Name	diavolo_emerges_part2
nearly	1	Chapter Name	diavolo_emerges_part2
put	1	Chapter Name	diavolo_emerges_part2
greater	1	Chapter Name	diavolo_emerges_part2
danger	2	Chapter Name	diavolo_emerges_part2
breaking	1	Chapter Name	diavolo_emerges_part2
expose	1	Chapter Name	diavolo_emerges_part2
feel	1	Chapter Name	diavolo_emerges_part1
feel	1	Chapter Name	diavolo_emerges_part2
feel	1	Chapter Name	Jojos-part-5-ger-chapter-3
feel	1	Chapter Name	king-of-kings
source	1	Chapter Name	diavolo_emerges_part2
lfie	1	Chapter Name	diavolo_emerges_part2
energy	3	Chapter Name	diavolo_emerges_part2
exper-ience	2	Chapter Name	diavolo_emerges_part2
eliminates	1	Chapter Name	diavolo_emerges_part2
eliminates	1	Chapter Name	Jojos-part-5-ger-chapter-3
detection	2	Chapter Name	diavolo_emerges_part2
person-alities	1	Chapter Name	diavolo_emerges_part2
directly	1	Chapter Name	diavolo_emerges_part2
felt	1	Chapter Name	diavolo_emerges_part2
felt	1	Chapter Name	Jojos-part-5-ger-chapter-3
differ-ence	1	Chapter Name	diavolo_emerges_part2
watched	1	Chapter Name	diavolo_emerges_part2
multiple	1	Chapter Name	diavolo_emerges_part2
personalities	1	Chapter Name	diavolo_emerges_part2
before	3	Chapter Name	diavolo_emerges_part2
before	1	Chapter Name	Jojos-part-5-ger-chapter-2
clusters	2	Chapter Name	diavolo_emerges_part2
many	1	Chapter Name	diavolo_emerges_part2
many	1	Chapter Name	Jojos-part-5-ger-chapter-3
direct	1	Chapter Name	diavolo_emerges_part1
direct	2	Chapter Name	diavolo_emerges_part2
contact	1	Chapter Name	diavolo_emerges_part2
real	1	Chapter Name	diavolo-emerges-part4
real	2	Chapter Name	diavolo_emerges_part2
real	10	Chapter Name	Jojos-part-5-ger-chapter-1
real	5	Chapter Name	Jojos-part-5-ger-chapter-2
real	7	Chapter Name	Jojos-part-5-ger-chapter-3
question	1	Chapter Name	diavolo_emerges_part2
happens	1	Chapter Name	diavolo_emerges_part2
whoever's	1	Chapter Name	diavolo_emerges_part2
choice	1	Chapter Name	diavolo_emerges_part2
luck	1	Chapter Name	diavolo_emerges_part2
luck	1	Chapter Name	Jojos-part-5-ger-chapter-3
whether	1	Chapter Name	diavolo_emerges_part2
defend	1	Chapter Name	diavolo_emerges_part2
against	1	Chapter Name	diavolo_emerges_part2
against	1	Chapter Name	Jojos-part-5-ger-chapter-3
barley	1	Chapter Name	diavolo_emerges_part2
dodged	1	Chapter Name	diavolo_emerges_part2
once	1	Chapter Name	diavolo_emerges_part2
once	1	Chapter Name	king-of-kings
how-ever	1	Chapter Name	diavolo_emerges_part2
taught	1	Chapter Name	diavolo_emerges_part2
number	2	Chapter Name	diavolo_emerges_part2
droplets	2	Chapter Name	diavolo_emerges_part2
suddenly	1	Chapter Name	diavolo_emerges_part2
increases	1	Chapter Name	diavolo_emerges_part2
moment	2	Chapter Name	diavolo_emerges_part2
moment	1	Chapter Name	Jojos-part-5-ger-chapter-1
moment	1	Chapter Name	Jojos-part-5-ger-chapter-2
erased	2	Chapter Name	diavolo_emerges_part2
erased	2	Chapter Name	Jojos-part-5-ger-chapter-1
erased	4	Chapter Name	Jojos-part-5-ger-chapter-2
definitely	1	Chapter Name	diavolo_emerges_part2
case	1	Chapter Name	diavolo_emerges_part2
hey	2	Chapter Name	diavolo-emerges-part4
hey	1	Chapter Name	diavolo-emerges-part5
hey	4	Chapter Name	diavolo_emerges_part1
hey	3	Chapter Name	diavolo_emerges_part2
hey	1	Chapter Name	Jojos-part-5-ger-chapter-1
hey	1	Chapter Name	Jojos-part-5-ger-chapter-2
hey	2	Chapter Name	Jojos-part-5-ger-chapter-3
hey	2	Chapter Name	Jojos-part-5-ger-chapter-4
hey	3	Chapter Name	king-of-kings
warning	1	Chapter Name	diavolo_emerges_part2
telling	3	Chapter Name	diavolo_emerges_part2
